Código IES,Nome da IES - Instituição de Ensino Superior
14208,FACULDADE PRESIDENTE ANTONIO CARLOS DE LAGOA D
14209,FACULDADE PRESIDENTE ANTONIO CARLOS DE LAGOA S
14210,FACULDADE PRESIDENTE ANTONIO CARLOS DE MARIA D
14211,FACULDADE PRESIDENTE ANTONIO CARLOS DE NAZAREN
14212,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO ROM
14213,FACULDADE PRESIDENTE ANTONIO CARLOS DE SETUBIN
14214,FACULDADE PRESIDENTE ANTONIO CARLOS DE ALVAREN
14215,FACULDADE PRESIDENTE ANTONIO CARLOS DE BARROSO
14216,FACULDADE PRESIDENTE ANTONIO CARLOS DE DIVINO
14217,FACULDADE PRESIDENTE ANTONIO CARLOS DE LADAINH
14218,FACULDADE PRESIDENTE ANTONIO CARLOS DE LUMINAR
14219,FACULDADE PRESIDENTE ANTONIO CARLOS DE LIBERDA
14220,FACULDADE PRESIDENTE ANTONIO CARLOS DE PIRAUBA
14221,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO DOM
14222,FACULDADE PRESIDENTE ANTONIO CARLOS DE SENHORA
14223,FACULDADE PRESIDENTE ANTONIO CARLOS DE CENTRAL
14224,FACULDADE PRESIDENTE ANTONIO CARLOS DE CONCEIC
14225,FACULDADE PRESIDENTE ANTONIO CARLOS DE FELIXLA
14226,FACULDADE PRESIDENTE ANTONIO CARLOS DE JABOTIC
14227,FACULDADE PRESIDENTE ANTONIO CARLOS DE RECREIO
14228,FACULDADE PRESIDENTE ANTONIO CARLOS RIO NOVO
14229,FACULDADE PRESIDENTE ANTONIO CARLOS DE SAO VIC
14230,FACULDADE PRESIDENTE ANTONIO CARLOS DE TOCANTI
14231,FACULDADE PRESIDENTE ANTONIO CARLOS DE URUANA
14232,FACULDADE PRESIDENTE ANTONIO CARLOS DE VESPASI
14241,FACULDADE PRESIDENTE ANTONIO CARLOS DE ANDRE D
14242,FACULDADE UNICA DE TIMOTEO
14243,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITABIRI
14244,FACULDADE PRESIDENTE ANTONIO CARLOS DE MONTE C
14245,FACULDADE PRESIDENTE ANTONIO CARLOS DE CAMPINA
14246,FACULDADE PRESIDENTE ANTONIO CARLOS DE UBERABA
14247,FACULDADE PRESIDENTE ANTONIO CARLOS DE TUPACIG
14248,FACULDADE PRESIDENTE ANTONIO CARLOS DE UBERLAN
14249,FACULDADE PRESIDENTE ANTONIO CARLOS DE CONGONH
14258,INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE CAM
14261,FACULDADE PRESIDENTE ANTONIO CARLOS DE CONSELH
14263,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITAJUBA
14288,FACULDADE CATOLICA DE SANTA CATARINA
14297,FACULDADE UNIRB  PARNAIBA
14303,FACULDADE PADRAO DE SENADOR CANEDO
14313,NOVA FACULDADE
14321,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE FOR
14326,FACULDADE DE TECNOLOGIA INSAEOS
14342,FACULDADE REDENTOR DE CAMPOS
14383,FACULDADE CNEC DE EDUCACAO DE UBERABA
14401,FACULDADE DE TECNOLOGIA PORTO DAS MONCOES
14403,FACULDADE CESUMAR
14408,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
14412,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO
14429,FACULDADE PITAGORAS DE MACEIO
14509,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSE VICEN
14622,FACULDADES INTEGRADAS DE SERGIPE
14715,FACULDADE PIAGET
14717,FACULDADE UNINASSAU CARUARU
14718,FACULDADE PARANA
14724,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
14727,FACULDADE PROGRESSO
14738,FACULDADE FELUMA  SAUDE  TECNOLOGIA E CIENCIA
14782,FACULDADE DE TECNOLOGIA SENAI CASCAVEL
14783,FACULDADE DE TECNOLOGIA SENAI TOLEDO
14784,FACULDADE DE TECNOLOGIA SENAI CURITIBA
14785,FACULDADE DE TECNOLOGIA SENAI MARINGA
14786,FACULDADE DE TECNOLOGIA SENAI LONDRINA
14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO
14860,FACULDADE TECNOLOGICA DENTAL CEEO
14869,FACULDADE FAIPE
14878,TREVISAN ESCOLA SUPERIOR DE NEGOCIOS
14879,FACULDADE DOURADO
14882,FACULDADE HORIZONTE
14890,FACULDADE PRAIA GRANDE
14892,FACULDADE DE CIENCIAS DA SAUDE DE BARRETOS DR
14901,FACULDADE INTEGRADA CARAJAS
14914,FACULDADE TEOLOGICA EVANGELICA DO RIO DE JANEI
14927,FACULDADE SAO GABRIEL DA PALHA
14947,FACULDADE DE CIENCIAS DO TOCANTINS
14951,FACULDADE DE ENGENHARIA E INOVACAO TECNICO PRO
14961,FACULDADE DE TECNOLOGIA EM SAUDE  IAHCS
14969,FACULDADE DE TECNOLOGIA EM SAUDE
14975,FACULDADE DO NORDESTE DA BAHIA
14996,FACULDADE DE GESTAO E NEGOCIOS DE SALVADOR
15001,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINOAMERI
15015,UNIVERSIDADE ESTADUAL DO NORTE DO PARANA
15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE
15059,UNIVERSIDADE FEDERAL DO OESTE DO PARA
15079,FACULDADE MASTER DE PARAUAPEBAS  FAMAP
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL
15133,FACULDADE JARDINS
15135,FACULDADE DE TECNOLOGIA SENAC AMAZONAS
15173,FACULDADE EVANGELICA DE JARAGUA
15236,FACULDADE DE TECNOLOGIA ALCIDES MAYA
15272,FACULDADE DE TECNOLOGIA  EDUCACAO SUPERIOR E P
15280,FACULDADE BRASILEIRA DE ENSINO  PESQUISA E EXT
15351,CENTRO DE ENSINO SUPERIOR RIOGRANDENSE MARAU C
15355,FACULDADE PRESIDENTE ANTONIO CARLOS DE BOM DES
15357,FACULDADE PRESIDENTE ANTONIO CARLOS DE UBA
15382,FACULDADE NOROESTE DO MATO GROSSO
15383,FACULDADE PARA O DESENVOLVIMENTO SUSTENTAVEL D
15401,FACULDADE FIPECAFI
15410,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS DE SER
15428,FACULDADE UNIRB  NATAL
15433,FACULDADE CATOLICA DE MATO GROSSO
15445,FACULDADE DA INDUSTRIA CURITIBA
15447,CENTRO UNIVERSITARIO PRESIDENTE ANTONIO CARLOS
15448,CENTRO UNIVERSITARIO PRESIDENTE ANTONIO CARLOS
15449,CENTRO UNIVERSITARIO PRESIDENTE ANTONIO CARLOS
15450,FACULDADE UNICA DE IPATINGA
15451,FACULDADE DE DIREITO DE IPATINGA
15452,CENTRO UNIVERSITARIO UNA DE BOM DESPACHO
15453,FACULDADE PRESIDENTE ANTONIO CARLOS DE CONSELH
15467,FACULDADE PRESIDENTE ANTONIO CARLOS DE VISCOND
15468,FACULDADE PRESIDENTE ANTONIO CARLOS DE LEOPOLD
15497,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LU
15500,FACULDADE LUSOCAPIXABA
15501,FACULDADE DE TECNOLOGIA SENAI ROBERTO SIMONSEN
15502,FACULDADE DE TECNOLOGIA SENAI SUICOBRASILEIRA
15504,FACULDADE IRECE
15507,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
15508,CENTRO DE ENSINO UNIFICADO DO PIAUI
15518,FACUDADE DE MORRINHOS
15520,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
15521,FACULDADE CATOLICA DE SAO JOSE DOS CAMPOS
15522,INSTITUTO FEDERAL DE EDUCACAO  CIENCIA E TECNO
15526,FACULDADE DE GESTAO E NEGOCIOS DE FORTALEZA
15562,FACULDADE BATISTA DO CARIRI
15576,FACULDADE DE TECNOLOGIA DE MOGI DAS CRUZES
15581,FACULDADE DE TECNOLOGIA DE SAO JOSE DOS CAMPOS
15585,FACULDADE DE TECNOLOGIA SANTO ANDRE
15611,FACULDADE TECNOLOGICA LATINO AMERICANA
15639,FACULDADE DE TECNOLOGIA DE ITAQUAQUECETUBA
15669,FACULDADE DE CIENCIAS EXATAS DE GARANHUNS
15680,FATEC CRUZEIRO  PROF  WALDOMIRO MAY
15687,FACULDADE DE TECNOLOGIA DE PINDAMONHANGABA
15688,FACULDADE DE TECONOLOGIA DA ZONA SUL
15689,FACULDADE DE TECNOLOGIA DE BAURU
15693,FACULDADE DE TECNOLOGIA DE ITAPETININGA  PROF
15695,FACULDADE DE TECNOLOGIA DOM AMAURY CASTANHO
15696,FACULDADE DE TECNOLOGIA DE SERTAOZINHO
15697,FACULDADE DE TECNOLOGIA DE ARACATUBA
15704,FACULDADE DE TECNOLOGIA DE CAPAO BONITO
15705,ESCOLA DE ADMINISTRACAO FAZENDARIA
15708,FACULDADE DE TECNOLOGIA DR  THOMAZ NOVELINO
15709,FACULDADE DE TECNOLOGIA DE OSASCO  PREFEITO HI
15714,FATEC ARTHUR AZEVEDO  MOGI MIRIM
15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTONIO SEAB
15716,CENTRO EDUCACIONAL EM AERONAUTICA
15745,FACULDADE DE TECNOLOGIA DE SAO CAETANO DO SUL
15746,FACULDADE DE TECNOLOGIA DO IPIRANGA
15752,FACULDADE DE TECNOLOGIA DE GUARULHOS
15753,FACULDADE DE TECNOLOGIA NILO DE STEFANI  JABOT
15757,FACULDADE DE TECNOLOGIA DE BARUERI
15769,FACULDADE DE TECNOLOGIA DE JALES
15775,FACULDADE DE TECNOLOGIA PROFESSOR FERNANDO AMA
15777,FACULDADE SUDOESTE PAULISTAITAPETININGA
15784,FACULDADE DE TECNOLOGIA ESTUDANTE RAFAEL ALMEI
15793,FACULDADE DE TECNOLOGIA DE SAO SEBASTIAO
15803,FACULDADE DE TECNOLOGIA DE TATUI  PROF  WILSON
15833,FACULDADE 2001
15839,FACULDADE PITAGORAS DA PARAIBA
15859,FACULDADE CATOLICA PAULISTA
15873,FACULDADE ITAQUA
15894,SOBRESP  FACULDADE DE CIENCIAS DA SAUDE
15922,FACULDADE BIBLICA DAS ASSEMBLEIAS DE DEUS
15980,FG FACULDADE GLOBAL
16010,FACULDADE DE ENSINO SUPERIOR DE LINHARES
16037,INSTITUTO SUPERIOR DE CIENCIAS POLICIAIS
16194,FACULDADE GRAN TIETE
16218,FACULDADE CLARETIANA DE BRASILIA
16225,FACULDADE REGIONAL DO JACUIPE
16245,FACULDADE ESCOLA DE NEGOCIOS EXCELLENCE
16395,FACULDADE DE TECNOLOGIA DE CARAPICUIBA
16410,FACULDADE DE TECNOLOGIA DE CATANDUVA
16453,FACULDADE UNIRB   CEARA
16459,FACULDADE UNIRB  SALVADOR
16502,FACULDADE PESTALOZZI DE FRANCA
16525,FACULDADE DUARTE COELHO
16543,FACULDADE METROPOLITANA DO ESTADO DE SAO PAULO
16556,FACULDADE ALFA DE CAPELINHA
16559,FACULDADE SAO FRANCISCO DO CEARA
16602,FACULDADE DE EDUCACAO ELIA
16628,FACULDADE ANASPS
16654,FACULDADE UNIRB  SERRINHA
16691,FACULDADE NETCOM
16725,FACULDADE DE EDUCACAO E TECNOLOGIA DO PARA
16728,FACULDADE DE CIENCIAS HUMANAS  ECONOMICAS E DA
16759,FACULDADE DO BICO
16781,FACULDADE RIO SONO
16782,FACULDADE MARIO QUINTANA
16816,FACULDADE DE ENSINO SUPERIOR DO  SUL DO PARA
16849,FACULDADE MODAL
16864,FACULDADE CULTURA INGLESA
16879,FACULDADE DE MEDICINA DE OLINDA
16894,FACULDADE INTERNACIONAL DE SAO LUIS
16895,INSTITUTO POLITECNICO DOCTUM DE VITORIA
16898,FACULDADE DE EDUCACAO E TECNOLOGIA DA AMAZONIA
16901,INSTITUTO EDUCATIE
16914,FACULDADE LEONARDO DA VINCI  SANTA CATARINA
16918,FACULDADE CATOLICA DE FEIRA DE SANTANA
16934,FACULDADE MELIES DE TECNOLOGIA
16943,FACULDADE UNINASSAU PARNAMIRIM
16948,FACULDADE 28 DE AGOSTO DE ENSINO E PESQUISA
16964,FACULDADE DE TECNOLOGIA DE HORIZONTE
16967,FACULDADE SENAI RIO
17014,CENTRO SUPERIOR DE ESTUDOS JURIDICOS CARLOS DR
17025,FACULDADE DE EDUCACAO SUPERIOR DE PARAGOMINAS
17091,FACULDADE CERS
17109,FACULDADE ITPAC GARANHUNS
17115,FACULDADE TRES MARIAS
17116,FACULDADE DE CIENCIAS DE GOIANA
17118,FACULDADE DO NORTE DE MATO GROSSO
17138,CENTRO UNIVERSITARIO  CATOLICA DE SANTA CATARI
17161,CENTRO DE FORMACAO  TREINAMENTO E APERFEICOAME
17165,FACULDADE UNILAGOS
17200,FACULDADE BRASILEIRA DE TRIBUTACAO
17224,FACULDADE CESMAC DO SERTAO
17226,FACULDADE CESMAC DO AGRESTE
17269,INSTITUTO SUPERIOR DE INOVACAO E TECNOLOGIA
17277,FACULDADE  SENAC CRICIUMA
17284,FACULDADE UNINASSAU SAO LUIS
17288,FACULDADE TEOLOGICA BETANIA
17289,FACULDADE URIEL DE ALMEIDA LEITAO
17291,FACULDADE ANTONIO PROPICIO AGUIAR FRANCO
17322,FACULDADE INTEGRADA DE ARAGUATINS
17326,FACULDADE GIANNA BERETTA
17348,FACULDADE ALIS DE ITABIRITO
17352,FACULDADE DE EDUCACAO MEMORIAL ADELAIDE FRANCO
17355,FACULDADE DE EDUCACAO EM CIENCIAS DA SAUDE
17382,FACULDADE IETEC
17394,FACULDADE ALENCARINA DE SOBRAL
17400,FACULDADE MENINO DEUS
17401,FACULDADE DE TECNOLOGIA CNA
17403,FACULDADE ARI DE SA
17405,FACULDADE AFONSO MAFRENSE
17420,FACULDADE CESUMAR DE PONTA GROSSA
17433,FACULDADE SANTO AGOSTINHO DE VITORIA DA CONQUI
17438,FACULDADE CATOLICA CAVANIS DO SUDOESTE DO PARA
17460,FACULDADE PROFISSIONAL
17487,FACULDADE METROPOLITANA DO MARAJO
17490,FACULDADE JOAO PAULO II
17498,FACULDADE DE SAUDE SANTO AGOSTINHO DE VITORIA
17499,FACULDADE VIDAL
17516,FACULDADE DE TECNOLOGIA DO SENAI HORACIO AUGUS
17542,FACULDADE COMUNITARIA DE GUARAPARI
17553,FACULDADE WALDIR FILHO
17558,FACULDADE SANTO ANDRE
17559,FACULDADE LOGOS
17563,FACULDADE DE TECNOLOGIA COESP
17565,FACULDADE DE CIENCIAS HUMANAS EXATAS E DA SAUD
17587,FACULDADE HUMBOLDT
17590,FACULDADE ISAE BRASIL
17593,FACULDADE DE BOTUCATU
17598,FACULDADE PROF  WLADEMIR DOS SANTOS
17608,FACULDADE DE EDUCACAO PAULISTANA
17612,DIRETORIA DE FORMACAO E DESENVOLVIMENTO PROFIS
17613,ACADEMIA NACIONAL DE POLICIA  ANP
17614,ESCOLA DA ADVOCACIA GERAL DA UNIAO
17615,INSTITUTO SERZEDELLO CORREA
17616,ESCOLA DE INTELIGENCIA   ESINT/ABIN
17617,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA
17622,FACULDADE UNINASSAU FORTALEZA SAVANAH
17628,FACULDADE DO MACICO DO BATURITE
17631,FACULDADE SENAI DE TECNOLOGIA DE POCOS DE CALD
17632,FACULDADE CESUMAR DE LONDRINA
17633,CENTRO DE EDUCACAO SUPERIOR DA FOZ DO ITAJAI C
17636,FACULDADE DA SERRA
17651,FACULDADE JK  GOIAS  PADRE BERNARDO
17657,FACULDADE PROFESSOR DALTRO
17662,FACULDADE GALILEU
17666,FACULDADE PITAGORAS UNIDADE PARAGOMINAS
17667,FACULDADE PITAGORAS UNIDADE PARAUAPEBAS
17670,FACULDADE DE QUIXERAMOBIM
17672,ESCOLA DE DIREITO DO BRASIL
17674,FACULDADE DE EDUCACAO DE SAO MATEUS
17680,FACULDADE EVANGELICA DE SENADOR CANEDO
17688,FACULDADE FADAM
17690,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE
17691,FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO J
17701,FAPFACULDADE DE PINHEIROS
17704,FACULDADE RETAMA
17715,FACULDADE DE EDUCACAO SUPERIOR DE PERNAMBUCO
17731,FACULDADE SESISP DE EDUCACAO
17738,FACULDADE CESGRANRIO
17744,FACULDADE ESTACIO DE MANAUS
17745,FACULDADE DE SAO CARLOS
17749,FACULDADE AMERICA
17758,FACULDADE EUCLIDES DA CUNHA
17763,FACULDADE SENAI DA PARAIBA
17775,FACULDADE DE CIENCIAS DA SAUDE DE SERRA TALHAD
17777,FACULDADE SENAC CONCORDIA
17803,FACULDADE ESTACIO DE RIO PRETO
17816,FACULDADE UNINASSAU FEIRA DE SANTANA
17828,FACULDADE DO CENTRO LESTE  CARIACICA
17830,FACULDADE CATOLICA DE ABAETETUBA
17831,FACULDADE DE TECNOLOGIA E NEGOCIOS DE CATALAO
17839,FACULDADE DE DRACENA
17850,FACULDADE TECNOLOGICA SANTANNA
17854,FACULDADE CAPITAL FEDERAL
17874,FACULDADE DE EDUCACAO SUPERIOR DE TANGARA DA S
17875,FACULDADE CATOLICA DE BELEM
17876,FACULDADE ESPIRITO SANTO
17882,FACULDADE ESCOLA POLITECNICA DE INOVACAO E CON
17886,FACULDADE DE EDUCACAO SUL DO PIAUI
17887,FACULDADE DE CIENCIAS MEDICAS DE SAO JOSE DOS
17889,FACULDADE IBG
17894,FACULDADE NECTAR
17896,FACULDADE BRASILEIRA DE TECNOLOGIA
17899,FACULDADE DE EDUCACAO  E TECNOLOGIA DE SAO CAR
17902,FACULDADE ESAMC JUNDIAI
17926,FACULDADE DE ENSINO SUPERIOR PASCHOAL DANTAS
17928,FACULDADE ALIANCA EDUCACIONAL DO ESTADO DE SAO
17933,FACULDADE REDENTOR DE PARAIBA DO SUL
17942,FACULDADE DE TECNOLOGIA DO TATUAPE
17953,FACULDADE DE TECNOLOGIA DE POMPEIA  SHUNJI NIS
17969,ACADEMIA JUDICIAL DO TRIBUNAL DE JUSTICA DE SA
17977,FACULDADE DE TECNOLOGIA DE ITAQUERA
17982,FACULDADE RHEMA
17985,FACULDADE PRESBITERIANA QUINZE DE NOVEMBRO
18009,FACULDADE BSSP
18010,FACULDADE ESTACIO DE CUIABA
18019,FACULDADE DO EDUCADOR
18023,FACULDADE UNINASSAU PETROLINA
18025,FACULDADE DE EDUCACAO SUPERIOR DE CHAPECO
18033,FACULDADE DE TEODORO SAMPAIO
18034,CENTRO DE ENSINO SUPERIOR RIOGRANDESE
18035,ESCOLA BRASILEIRA DE MEDICINA CHINESA
18036,FACULDADE TELOS
18038,FACULDADE DE TECNOLOGIA IPENO
18046,FACULDADE ILAPEO
18048,FACULDADE VERTIX TRIRRIENSE
18051,FACULDADES DE CIENCIAS E TECNOLOGIA DO NORDEST
18059,FACULDADE SANTO ANTONIO DE QUEIMADAS
18062,FACULDADE MARECHAL RONDON
18064,CENTRO TECNOLOGICO POSITIVO
18065,CISNE  FACULDADE DE QUIXADA
18067,CISNE  FACULDADE TECNOLOGICA DE QUIXADA
18072,FACULDADE CEAT
18073,FACULDADE FASIPE CUIABA
18075,FACULDADE UNINASSAU JABOATAO DOS GUARARAPES
18077,FACULDADE COSMOPOLITA
18093,FACULDADE BRASIL INTELIGENTE
18099,FACULDADE DE TECNOLOGIA DE DIADEMA LUIGI PAPAI
18106,FACULDADE COELHO NETO
18107,FACULDADE ESTACIO DE SAO MATEUS  ESTACIO SAO M
18114,FACULDADE FASIPE MATO GROSSO
18115,FACULDADE ESTACIO DE GOIANIA
18117,FACULDADE ESTACIO DE MARINGA
18132,FACULDADE ESTACIO DE BARBACENA ESTACIOBARBACEN
18133,FACULDADE UNIDA DE CAMPINAS GOIANIA  FACUNICAM
18135,FACULDADE ESTACIO DE PERNAMBUCO  ESTACIO PERNA
18145,FACULDADE ESTACIO DE SAO JOSE DO RIO PRETO
18147,FACULDADE INTEGRADA DE PONTA GROSSA
18148,FACULDADE CONHECIMENTO & CIENCIA
18149,FACULDADE CESUMAR DE MARINGA
18152,FACULDADE INTEGRADA DE ARAPONGAS
18153,FACULDADE CESUMAR DE GUARAPUAVA
18154,FACULDADE INTEGRADA DE GUARAPUAVA
18158,FACULDADE MADALENA SOFIA
18160,FACULDADES INTEGRADAS TOLEDO DE TRES LAGOAS
18164,FACULDADE ESTACIO DE BAURU
18165,FUNDACAO UNIVERSIDADE VIRTUAL DO ESTADO DE SAO
18167,FACULDADE CEPEP
18201,FACULDADE SENAC PALHOCA
18208,FACULDADE DOCTUM DE IPATINGA
18209,FACULDADE MAURICIO DE NASSAU DE JABOATAO
18210,FACULDADE UNINASSAU OLINDA
18211,FACULDADE UNINASSAU CABO
18253,FACULDADE VALE DO ACO
18255,FACULDADE DE EDUCACAO E TECNOLOGIA DE ARARAQUA
18257,FACULDADE HORUS SAO MIGUEL
18258,FACULDADE UNIFICADA DO ESTADO DE SAO PAULO
18260,FACULDADE ESTACIO DE IMPERATRIZ  ESTACIO IMPER
18266,FACULDADE SAINT GERMAIN SP
18267,FACULDADE INTEGRADA DE GESTAO E MEIO AMBIENTE
18276,FACULDADE CRIATIVO DE CIENCIAS APLICADAS
18288,FACULDADE LATINOAMERICANA
18289,FACULDADE INTEGRADA DE MARINGA
18290,FACULDADE INTEGRADA DE LONDRINA
18296,FACULDADE AGES DE TUCANO
18304,FACULDADE TEOLOGICA SAO PAULO
18319,FAINIC  FACULDADES INTEGRADAS NIC
18338,FACULDADE GAMALIEL
18370,FACULDADE INOVA
18372,FACULDADE SOLIDARIA DO OESTE PAULISTA
18383,FACULDADE IPEL
18406,FACULDADE CAMPOS
18407,FACULDADE FRONTEIRA
18408,FACULDADE TABOAO
18440,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA
18450,FACULDADE IDEAL DE ALTO HORIZONTE
18454,FACULDADE UNA DE SETE LAGOAS
18462,FACULDADE PROMOVE DE CURVELO
18463,FACULDADE DE ADMINISTRACAO  HUMANAS E EXATAS
18471,FACULDADE DE CIENCIAS MEDICAS AGGEU MAGALHAES
18474,FACULDADE UNA DE CATALAO
18478,FACULDADE PAULO PICANCO
18490,INSTITUTO POLITECNICO DOCTUM DE GUARAPARI
18492,UNIVERSIDADE ESTADUAL DO PARANA
18497,FACULDADE MARANHENSE
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA
18509,FACULDADE SOLIDARIA DE SOBRADINHO
18516,FACULDADE MIRIENSE
18520,ALFA  FACULDADE DE ARACUAI
18526,FACULDADE DE OSASCO
18616,FACULDADE AGORA  FAG
18620,FACULDADE DA CONSTRUCAO E DO TRABALHO
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHAO
18625,FACULDADE PITAGORAS DE VITORIA DA CONQUISTA
18626,FACULDADE PITAGORAS DE ARAPIRACA
18627,FACULDADE PITAGORAS DE JOAO PESSOA
18628,FACULDADE PITAGORAS DE LUIS EDUARDO MAGALHAES
18631,FACULDADE DO VALE DO RIO ARINOS
18636,FACULDADE DA REGIAO SISALEIRA
18637,FACULDADE IMESMERCOSUR
18639,FACULDADE PITAGORAS DE BACABAL
18642,FACULDADE UNINASSAU ANANINDEUA
18643,FACULDADE UNINASSAU MARACANAU
18646,FACULDADE EVOLUCAO DO VALE DO ACARAU
18647,FACULDADE DA AMAZONIA DE MARABA
18648,FACULDADE UNINASSAU ARAPIRACA
18649,FACULDADE UNINASSAU MOSSORO
18650,UNAMA FACULDADE DA AMAZONIA DE RIO BRANCO
18651,UNAMA FACULDADE DA AMAZONIA DE BOA VISTA
18652,FACULDADE UNINASSAU JUAZEIRO DO NORTE
18653,FACULDADE UNINASSAU GARANHUNS
18659,FACULDADE PITAGORAS DO CEARA
18667,FACULDADE SAO LUCAS DE CACAPAVA
18671,FACULDADE DA AMAZONIA DE PORTO VELHO
18672,UNAMA FACULDADE DA AMAZONIA DE MACAPA
18673,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE GOIA
18675,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CAMP
18676,FACULDADE UNINASSAU PALMAS
18678,FACULDADE ESTACIO CACHOEIRO DE ITAPEMIRIM
18679,FACULDADE DE SIDROLANDIA
18681,FACULDADE VERBO EDUCACIONAL
18684,FACULDADE SANTA TERESA
18692,ALFA  FACULDADE DE GUANHAES
18696,FACULDADE FEBRACIS
18698,INSTITUTO RACINE DE EDUCACAO SUPERIOR
18700,FACULDADE AGES DE JEREMOABO
18703,FACULDADE JK BRASILIA ASA SUL II
18708,FACULDADE AGES DE SENHOR DO BONFIM
18711,FACULDADE DE TECNOLOGIA E CIENCIAS
18714,FACULDADE DE INOVACAO TECNOLOGICA DE PONTA GRO
18716,FACULDADE DE INOVACAO TECNOLOGICA DE LONDRINA
18719,FACULDADE DE EDUCACAO DE SANTA CATARINA
18726,FACULDADE DE INOVACAO TECNOLOGICA DE CURITIBA
18729,FACULDADE LATINO AMERICANO DE EDUCACAO
18735,FACULDADE AGES DE LAGARTO
18736,ESCOLA SUPERIOR DE TECNOLOGIA & GESTAO DE SANT
18745,FACULDADE DE CIENCIAS APLICADAS PIAUIENSE
18749,FACULDADE DE ELESBAO VELOSO
18759,UNIVERSIDADE FEDERAL DO CARIRI
18799,FACULDADE ITATAIA
18800,ESCOLA SUPERIOR DO MINISTERIO PUBLICO
18812,UNIVERSIDADE FEDERAL DO SUL DA BAHIA
18814,FACULDADE IBIAPABA
18817,FACULDADE DE TECNOLOGIA DE SAO ROQUE
18826,FACULDADE FILOS
18874,FACULDADE RAIMUNDO MARINHO DE PENEDO
18896,SOBERANA FACULDADE DE SAUDE DE PETROLINA
18952,FACULDADE FAMART
18956,FACULDADE DE CIENCIAS E TECNOLOGIA DE JANAUBA
18958,FACULDADES INTEGRADAS QUALIS
18978,FACULDADE REBOUCAS DE CAMPINA GRANDE
18979,FACULDADE CAPIXABA DE VILA VELHA
19049,FACULDADE INTEGRADA DE VILA VELHA
19050,FACULDADE INTEGRADA DE CARIACICA
19130,FACULDADE SERRA GERAL
19171,FACULDADE DE TEOLOGIA FORTALEZA  FATEFOR
19172,FACULDADES INTEGRADAS APARICIO CARVALHO VILHEN
19173,FACULDADES INTEGRADAS DO CEARA  UNIFIC
19189,FIP  FACULDADE DE IPORA PARANA
19196,FACULDADE IDD
19197,FACULDADE NIP DE CIENCIAS APLICADAS
19198,FACULDADE DE TECNOLOGIA E EDUCACAO DE GOIAS
19206,FACULDADE UNIRB  FORTALEZA
19208,FACULDADE CAPIXABA DE CARIACICA
19210,FACULDADES INTEGRADAS DE TAGUAI
19214,FACULDADE NORTE E NORDESTE DO BRASIL
19215,ESCOLA DE CONTAS E CAPACITACAO PROFESSOR PEDRO
19216,FACULDADE METROPOLITANA RECANTO DAS EMAS
19219,FACULDADE DO DISTRITO FEDERAL
19229,FACULDADE PRESBITERIANA MACKENZIE BRASILIA
19251,FACULDADE POLIS CIVITAS
19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL
19255,FACULDADE PITAGORAS DE BOM JESUS DA LAPA
19256,FACULDADE PITAGORAS DE BRUMADO
19257,FACULDADE UNA DE DIVINOPOLIS
19260,FACULDADE PITAGORAS DE JEQUIE
19266,FACULDADE PITAGORAS DE SETE LAGOAS
19272,FACULDADE PITAGORAS DE CAMPINA GRANDE
19277,FACULDADE CAMPOS BELOS
19281,FACULDADE ATAME
19283,FACULDADE PITAGORAS DE JACOBINA
19284,FACULDADE BATISTA BRASILEIRA DO RECONCAVO
19287,FACULDADE DO CENTRO MARANHENSE
19297,FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCIS
19298,FACULDADE PITAGORAS DE EUNAPOLIS
19319,FACULDADE METROPOLITANA DE TERESINA
